text,label
Barclays fined for antimoneylaundering failings,0
new technology improves glass quality and consistency while increasing throughput,1
google launches game on tencent s wechat as it eyes china market,1
Glencore blames rivals for creating metals glut,0
ADP News Finnish handling systems provider Cargotec Oyj HEL CGCBV announced on Friday it won orders worth EUR million USD m to deliver linkspans to Jordan Morocco and Ireland,1
matang looking to buy two plots of land in raub for rm180m,1
oil prices fall on rising us crude inventories darkening economic outlook,1
HELSINKI AFX Outokumpu Technology said it signed mln eur agreement with Mongolia s Erdenet Mining Corporation for engineering of first HydroCopper plant to built at Erdenet mine site,1
grandflo s associate secures rm43m contract with thai s government housing bank,1
timber and media tycoon tiong s health improving condition stable,1
ahmad nizam new petronas chairman wan zulkiflee to stay on as president ceo,1
world s biggest wealth fund struggles under weight of trade war,0
Should you buy Associated British Foods plc Great Portland Estates plc and Dunelm Group plc following todays news,1
Finnish electronics manufacturing services company Elcoteq signing cooperation agreement with Japanese mobile phone manufacturer bypasses Elcoteq Tallinn says Jan Kotka CEO of Elcoteq Tallinn,1
uem sunrise targets takeup for luxury dutamas homes by year end,1
New Credit Suisse boss faces stiff challenge in Asia,0
Savon koulutuskuntayhtyma Finland based company awarded contract for specialist agricultural or forestry machinery,1
tm plunges to 5year low on poor 1q results and downgrades amid plans to halve internet price,0
Prudential hit by withdrawals from MG investment arm,0
Exports of goods fell by and imports by,0
cimb says positive on sime darby land sale to pnb unit,1
msia s insurance industry growth to flat in,1
AstraZenecas million play to do away with chemotherapy,1
sarawak oil palms 1q net profit down on lower output,1
Shropshire and Mid Wales trains to hit again in new strike by Arriva drivers,0
umwog rights shares oversubscribed but only valid for acceptance,0
This assignment strengthens Poyry s position as international provider of engineering and project services to chemical process industry,1
nomura said to cut global markets jobs in us,0
us banking profits hit record us60 bil in 2q fdic,1
District Court of Helsinki dismissed all charges as court of first instance in,1
previously concluded adaptation measures concerning other staff adequate for time and planning operations continue as before at plant company said,1
sgx kept at accumulate on strong 2q performance from derivatives offerings,1
Chime Communications Set To Acquired By WPP And Providence,1
UPM s deliveries increased during third quarter by percent and efficiency of operations improved Chief Executive Jussi Pesonen said,1
destini partners singapore s federal international to explore og opportunities in region,1
Operating loss totalled EUR mn compared to profit of EUR mn in second quarter of,0
exft minister very rich and egregious to claim foundation no idea about ttdi land says group,0
jho low used 1mdb money to gift ferrari to kim kardashian report,0
News FeedFTSE movers LSE surges as ICE says mulling offer Ashtead and Barclays tank,1
malaysia s retail industry records sales growth in 1q on weak cny sales,0
maybank named best bank brand at putra brand awards world branding awards,1
singapore s new project launches to benefit developer stocks as cyclical upturn continues,1
Shell Plans to Shed Jobs After Buying BG Group,0
sats swap deal to take stake airasia s ground handling business positive move,1
malaysia s 4q growth seen quickening in sign economy on mend,1
developers of that project predict that once it completed in April Skanssi will attract some million visitors annually,1
tech online classifieds now chase much larger prize than just advertising,1
Finnish metal components supplier Componenta Oyj said its net profit went up to mln euro mln in from mln euro mln in,1
company established 3G base station at about feet at foot of Mount Everest that will enable mountain climbers at 29035foot summit to surf Internet and even send videos of their exploits,1
Finland s Nokian Tyres and Kazakhstan s Ordabasy Corporation signed agreement to build plant in Astana to produce car tires Ordabasy chairman Dinmukhamet Idrisov said at press conference,1
publicinvest research starts coverage on sime darby property target price rm190,1
Glencore sells agriculture stake for 25bn,1
state of nation imported price pressures set to rise,1
Increased trust of our clients in YIT can seen as apartment sales accelerated,1
Finnish Food Workers Union SEL plans to hasten its collective bargaining with twoday strike that would begin on April in Finland,0
mtuc misleading for najib to describe minimum wage hike due in july as gift,1
Operating profit margin compared to year earlier,0
scientex s 2q net profit up plans 1for1 bonus issue,1
service intended to allow people of thirteen Mediterranean countries to reach Baltic more rapidly with single carrier,1
standard chartered msia raises base rate by 25bps from feb,1
voir plans to take up stake in consortium zenith diversify business,1
india s diamond exports to top buyer us seen rising on trump,1
mmc corp rm440 offer for ncb shares closing on april,1
Upgrades include five megapixel camera voice control and what looks to optical mouse instead Dpad upgrade clickhappy S60 needed forever,1
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing,1
Finnish Metso Paper won order to supply uncoated fine paper machine to MCC Paper Yinhe in China,1
azrb unit to provide additional equipment to iium hospital for rm120m,1
sia met earnings forecast so why aren t analysts more upbeat about stock,0
Kai Tulonen Chief Technology Officer SysOpen Digia says Mobility Business Suite represents significant milestone in company s offering to telecommunications industry,1
It Worth Investing In Tesco PLC And Prudential plc Now,1
balakong byelection early voting completed records smallest number of voters,1
chinese phone giant xiaomi struggles to live up to ipo hype,0
malaysia jan palm oil stockpile down at mil tonnes,0
sp index rises as climbing yields boost financial sector stocks,1
george kent rises on tieup with siemens for kls pore hsr tender,1
Proving that good cellphone design truly work of art website for Nokia provides colorful canvas for expression of mobileinspired sentiments,1
Furthermore sales of new passenger cars and light commercial vehicles in country declined by yearonyear last month,0
Consolidated operating profit excluding oneoff items EUR mn up from EUR mn year earlier,1
Easyjet traffic hit by air traffic controller strikes and terrorism,0
Royal Mail share price Postal service issues trading update,0
We significant experience in smartphone functionality in development of mobile Internet services and in uniting two into smooth user experience,1
perisai s recent contract win no doubt temporary boost for company,1
Net interest income totaled EUR mn compared to EUR mn year earlier,1
bank negara keeps opr at to ensure steady growth path,1
Tesco sales rise shows tentative recovery continues,1
MarketsMoneysupermarket slides on Barclays Brexit warning,0
sbs transit posts rise in 3q earnings to s78 mil on higher revenue,1
1mdb not obstacle to malaysia s fdi finance ministry,1
lowering of prices by us and by our competitors shows that real estate market stabilised and returned into balance and apartments acquiring fair price in eyes of our clients,1
tv ad industry at risk of losing best talents to other nations association,0
Insight hires Avivas David Hillier for multiasset team,1
They will cover all Forest Industry s units and employees in Finland and concern temporary and permanent layoffs,0
Both operating profit and net sales for ninemonth period increased respectively by and as compared to corresponding period in,1
felda global active jumps to rm167 at 1130am erases earlier loss,1
Other carriers and handset makers spin it as positive event that will raise interest for higherend phones and pricier data plans,1
program s target structural cost reductions of about EUR 30mn in,1
insider asia s stock of day stability in consumer fb,1
planemakers plot course through trade brexit worries to air show deals,0
perak transit s 2q earnings rise on higher contribution from public transport hub operations,1
Amazons grocery deal with Morrisons only beginning,1
Swiss franc surged to record euros after it reported sharpest gain in manufacturing in March,1
oil prices fall on bloated us fuel inventories stalling china demand,0
axiata 2q net profit more than doubles pays sen dividend,1
astro ytl and ammb at risk of removal from klci top affinhwang,0
October Finnish environmental management company Lassila Tikanoja Oyj HEL LAT1V or LT said Monday it expects its operating profit excluding nonrecurring items for whole to slightly lower than in,0
Metso said it won order worth around mln eur to supply kraftliner board machine to China s Lee Man Paper Co,1
ewi achieves cumulative sales of rm77b from uk and australian projects,1
hk stocks hit sixmonth closing low as trade war fears persist,0
china buyer for bandar malaysia involved in relocating air force base asks pkr mp,0
ram sees insurance and takaful sectors growth to subdued in,0
FDA approves Shires Vyvanse for bingeeating disorder,1
This bold spinning red fabric design set beautifully on Ercols Napoli sofa,1
cimb s malaysia brokerage to included in jv with china galaxy by 1h18,1
pm s written approval not needed for aabar bvi transactions says mof,1
Bristol Port Company sealed one million pound contract with Cooper Specialised Handling to supply it with four 45tonne customised reach stackers from Konecranes,1
olam reveals full list of palm suppliers ahead of critical ngo report,0
recent troubles simply make NETeller cheaper,0
September Finnish waste management and recycling company Lassila Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in city of Dubna near Moscow,1
singtel s 2q earnings slip to s9723 mil on oneoff loss,0
fair value of investment properties totalled EUR mn compared to EUR mn in corresponding period in,1
UPDATE 2Prudential will see strong firsthalf earnings outgoing CEO says,1
noble group to sell more businesses to pare debt issues 2q loss warning,0
Finnish Scanfil systems supplier and contract manufacturer to communications sector and electronics industry reports net sales of EUR mn in first quarter of which only per cent smaller than in corresponding period in,0
Uponor made operating profit of EUR mn up from EUR mn which made record year,1
budget to modestly expansionary says philippines processing banking applications from foreign lenders central bank official,0
Ragutis which controlled by Finnish brewery reported 54percent rise in beer sales to million litres and held 1109percent market share,1
Australia clears AB Inbevs billion SABMiller buyout plan,1
half of new highend homes supply to come from city centre,1
singapore s mice sector draws more investors amid tough regional rat race,0
india needs to create bad bank quickly finmin aide,1
parkson retail asia s 1q losses more than double to s129 mil,0
canadian who wants to feed world ey world entrepreneur of,1
malaysia says can retaliate if eu discriminates against palm oil,1
kawan food jumps after cimb research expects strong topline growth,1
Operating profit increased to EUR mn from EUR mn in corresponding period in,1
econpile believed to gain traction in securing more projects this year,1
ecoworld cascara jv to develop new rm85b township near setia alam,1
world bank sees malaysian economic growth slowing to in,1
According to CEO Matti Karppinen Frozen Foods posted good result in as it did in,1
After long unprofitable period Food Division posted profitable result which speaks of healthier cost structure and new approach in business operations Rihko said,1
trade bodies call for levy hike withdrawal negative to country s economy,0
shopping center will prime location right next to Myllypuro metro station,1
ta ann s log export volumes seen to rise next two years,1
fidelity mgmt and research now substantial shareholder in ajinomoto,1
Dyson Wants to Create Hair Dryer Revolution,1
klci to extend gains move above 1850level as trade war fears ease,0
tsh resources 3q net profit almost triples to rm307m on ffb growth,1
aeon to slow down expansion from two malls to one year,0
peps pakatan s affordable housing policy step in right direction,1
ikhmas jaya s audited fy17 profit lower than reported earlier,1
khazanah board s en masse resignation offer unlikely to affect stock market,0
rhb malaysia marine and heavy engineering to see profit in fy18,1
oil and gasrelated stocks up in active trade as crude oil prices advance,0
m101 seeks to achieve sales in kg baru project by year end,1
ascendas india trust s latest portfolio acquisition gives it new leg for growth,1
bumi armada sets up second jv with shapoorji pollonji to support fpso works,1
Net sales increased to EUR193 m from EUR179 m and pretax profit rose by to EUR43 m EUR1 USD1,1
company which celebrates its fiftieth anniversary next year exporting distinctive detached homes to Central Europe for several decades,1
Under terms of offtake agreement with Talvivaara Cameco will provide upfront investment to maximum of million to cover construction cost of uranium extraction circuit,1
petchem s ammonia plant to start contributing to bottom line this year,1
most slip on trade worries s pore posts monthly drop,0
singapore port authority suspends licences of five panoil petroleum bunker tankers,0
booming lng market steps out of dark as transparency push grows,1
msm slips into red in 1q on higher raw material costs weaker ringgit,0
Tesco shares jump after Christmas sales beat expectations,1
yee lee 4q net profit higher with spritzer boost despite lower revenue,1
boustead plantations 3q net profit up pays five sen dividend,1
yinson 1qfy18 profit surges on higher marine contribution stronger us dollar,1
Finnish construction company YIT reducing number of startups of marketfinanced residential units in to about from previously announced,0
malaysia s export growth to us to slow to in due to tariffs midf,1
sph reit 1q dpu held steady at s pore cents,1
Earnings per share EPS in first half of amounted to EUR0 down from EUR0 year ago,0
airasia 1q net profit surges to record high pays sen dividend,1
najib new investors in msia capital markets to get 6mth waiver on trading clearing fees,1
maybank bags awards at asset triple islamic finance awards,1
EBIT margin up from to,1
ixbiopharma s wafesil granted regulatory approval for treatment of male erectile dysfunction in australia,1
AstraZeneca to cut costs but stays silent on MA talk,1
EB announced in its stock exchange release on November 18th that JT Bergqvist resigned from chairmanship and membership of Board of EB,0
external auditor pkf malaysia unable to verify nakamichi s transactions and account payables,0
ioi corp returns to profitability in 3q with rm7484m net profit,1
funding societies raises s25m in series b funding led by softbank ventures korea,1
wall st gains as apple tech rebound oil lifts energy shares,1
vertice denies involvement in penang project apart from consortium zenith stake,1
turkeyled emerging markets rout won t end as well as asian financial crisis,0
malaysia s manufacturing activity to continue to expand in 1h,1
Incap and Lankapaja aim to enter into actual agreement to transfer sheetmetal production to buyer in February in order to complete transfer on March,1
UPDATE 1Cypress Semiconductor offers to buy Integrated Silicon Solution,1
najib concerned about future of corporate sector after khazanah directors quit offer,0
july s export should continue to outpace import s growth ram ratings,1
Finnish financial group Aktia reports operating profit of EUR mn in JanuarySeptember up from EUR mn in corresponding period in,1
foreign investors acquired rm2498 million local equity last week says midf research,1
demand for services to combat cyber attacks among future growth drivers for ecs ict,1
However rapidly increasing costs and strengthening of euro challenging for whole industry and they impacted on our results,0
asian pac banks on property launches in klang valley and johor to weather challenging fy16,1
UPMKymmene upgraded to inline from underperform by Goldman Sachs,1
oil jumps as opec agrees first production cut since,1
felda global ceo if pm wants me to resign i ll resign,0
higher sales forex gain lift new hoong fatt s 2q earnings by,1
myeg posts better 2q profit on stronger demand for its services new jobmatching programme,1
external auditor issues qualified opinion on china ouhua s financial report,1
Old Mutual share price Wealth unit seen as bluechip company,1
enhanced maybank2u website expected to increase online transactions by this year,1
dialog s 2q net profit rises on higher contribution from malaysia and jvs,1
google said to fined record us5b by eu over android,0
multiyear growth seen from n2n connect s alliance with sbi holdings,1
honeywell to open asia pacific s first industrial cyber security innovation centre in singapore,1
malaysia s maxis digi celcom service disruptions seen on spectrum migration mcmc unit,0
union filed grievance over company s overtime assignment policies,0
theta edge returns to black in 1q with net profit of rm104m,1
asian shares falter china under renewed pressure on trade war fears,0
SysOpen Digia signed agreement with main shareholders of Sentera holding in total of share capital and votes of Sentera,1
kuantan flour mills share trade to suspended from march,0
lbs bina s earnings could rise moderately from 2q16 says analyst,1
malaysia s potential income gain from rcep less than tpp uob,1
Spains Caixabank launches new takeover bid for Banco BPI,1
Protesters gather in Seattle to block access to Shell oil rig,0
tech jury still out on whether uschina trade war will benefit malaysian semiconductor industry,1
Paper stocks among biggest fallers with Stora Enso down pct to eur Mreal down pct to eur and UPMKymmene pct lower at eur,0
acccim committed to working with new govt to create business friendly environment,1
sia engineering sells stake in jv for s143 mil gain,1
mas expected to retain current policy stance following 2q gdp results,1
boustead swings to rm 61m profit in 1q declares sen dividend,1
mapletree industrial announces rise in 2q dpu to cents aided by lower expenses,1
malpac fails to get federal court leave to challenge decision on plantation assets,0
Diageo sells wine businesses for 320m pounds,1
lim tan recommends wheelock shareholders hold out for better offer shares up,1
sime darby property wins big at cidb s qlassic excellence award,1
Finnish Kemira s net sales EUR decreased to EUR mn in JanuaryJune from EUR mn in JanuaryJune,0
STORA ENSO NORSKE SKOG MREAL UPMKYMMENE Credit Suisse First Boston CFSB raised fair value for shares in four of largest Nordic forestry groups,1
yong tai s 4q profit stronger with enbloc sale at impression melaka,1
Bunzl delivers small profit increase for,1
AstraZeneca cancer drug may not so fast getting to market,0
malaysia s august exports up yoy at rm822b as lng sales jump,1
expats love singapore for quality of life but less so for worklife balance and locals survey,1
Last year UPM cut production closed mills in Finland and slashed jobs,0
cimb offers lower financing rates for hybrid cars gbi residential properties,1
azmin sees imminent winwin resolution on hsr after meeting with singapore ministers,1
malaysians confident economy will improve after gst reduction nielsen,1
October Finnish environmental management company Lassila Tikanoja Oyj HEL LAT1V or LT said today its net profit declined to EUR20 m for first nine months of from EUR27 m for same period year earlier,0
UPDATE 3Buffetts Berkshire raises oil bet with Kinder Morgan stake,1
mieco rises on plan to takeover syf unit to expand capacity,1
total need for staff cuts corresponds to about manyears,0
Operating profit totaled EUR 825mn up from EUR 763mn in,1
supermax chairman rafidah says company board strongly behind md,1
Sainsburys Asda Tesco and Morrisons will all cut petrol prices as oil falls,0
myeg among bursa s top actives on rumours of office raid,0
FDA panel backs safety updates for AstraZeneca Takeda drugs,0
financial impact estimated to annual improvement of EUR2 m in division s results as of fiscal year,1
This second successful effort for financial investor this year,1
number of bodily injury cases quadrupled in,0
gamuda 3q profit up md lin s contract renewed for another five years,1
Okmetic s products based on hightech expertise that generates added value for customers innovative product development and extremely efficient production process,1
th plantation s 2q net profit tumbles on lower selling prices,1
capitaland commercial trust and capitaland mall trust set up us2 bil euromedium term note programme for rcs trust,1
malaysian employees high hopes on pay rise bonus despite slower economy,1
Construction volumes meanwhile grow at rate of percent annually,1
most malaysian employers to give raise this year study says,1
bat malaysia 3q net profit down pays sen dividend,0
oil slips pct as rising output faces weak demand worries,0
It estimates operating profit to further improve from third quarter,1
higher egg prices boosts ltkm s 1q net profit by,1
ideal sun city buys industrial properties for rm615m for recurring rental income,1
fake twitter accounts used to discredit sarawak report editor says report,0
cimb records rm920m gain from ownership realignment in asset management units,0
Kingfisher set to open another Screwfix stores,1
Legal General share price Finance chief to step down,0
klci gets off to muted start on final trading day,1
refining margin for year bbl compared to bbl in prior year,1
newly created position established to strengthen Amer Sports management in strategic planning and execution,1
civmec to participate in construction of australia s new offshore patrol vessels,1
home financing applications declined due to high debt service ratio adverse credit,0
pavilion reit sees flattish rental reversion for pavilion mall,0
AB InBevs Latest Bid Said Unlikely to Win SABMillers Approval,1
Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi AS to pct stake in March,1
Small firms suffering at moment because they likely to money trouble he added,0
marc downgrades alam maritim s sukuk ratings to ais from ais,0
Philip Morris BAT Sue Over Law Taking Branding Off Packs,0
maserati recalls sedans on risk of speed bursts from loose mats,0
ytl corp s 3q profit slips on lower revenue loss in hotels segment,1
Finnish construction company YIT Corporation planning to build about highquality holiday homes near Tahko ski and spa resort in Finland,1
mas shuts down falcon bank imposes penalties on dbs and ubs in 1mdb crackdown,0
genting unit ups bond sale for resorts world las vegas among others,1
independent advisor tells pj development shareholders to accept osk s takeover offer,1
ann joo s fy18 profit seen better on stable sales higher margins,1
unisem s 2q profit grows on higher sales better margin declares sen dividend,1
Ruukki signed contract to deliver and install steel structures for bridge over Kyronsalmi strait in Savonlinna Finland,1
Leipurin growing and rapidly internationalizing Group,1
boustead projects reports fall in fy18 earnings to s292 mil on absence of oneoffs,0
CompaniesTesco sheds Harris Hoole coffee shops,1
Britains FTSE led lower by ITV William Hill,0
analysts think airasia s jv in vietnam strengthen its presence in asean region,1
perdana petroleum to place out up to of its shares,1
Industry NewsG4S makes positive start to year no new impairments,1
litrak 4q net profit up on low maintenance cost reduced losses in associate firm,1
spooked no more hong kong s haunted apartment prices levitate with whitehot market,0
Standard Chartered Shifts EmergingMarkets Strategy After Losses,0
proxy fight looms as new investors ramp up pressure on campbell soup,1
Ramirent made million kroons EUR mln loss last year year before company million kroons in black,0
ADPnews Jul Finlandbased steel maker Rautaruukki Oyj Ruukki HEL RTRKS said today it slipped to net loss of EUR million USD m for first half of from net profit of EUR,0
knight frank malaysia retailers more likely to adopt clicks and mortar concept,1
batu kawan s 3q net profit up on better showing by plantation manufacturing segments,1
Operating profit for threemonth period decreased from EUR1 m while net sales increased from EUR14 m as compared to corresponding period in,0
Barclays Deutsche Bank Fight to Lift Profit Just Got Harder,0
Return on investment compared to in,1
priority for to strengthen company s balance sheet and increase cash flow CEO Hannu Krook said,1
lack of mla from ag prevented verification of donation from saudi prince macc chief,0
We very pleased to working with Fujitsu and NTT DoCoMo to advance progress of LTE said Juergen Walter Head of Converged Core Nokia Siemens Networks,1
Our customer satisfied with Basware Invoice Automation solution and extends implementation to new geographies,1
china s crackdown on polluting factories helps boost demand for chin well s fasteners,1
concept enables commercially affordable way to manufacture highquality TCO coated glass for solar industry,1
Mr Priit Kasak Balti Metsamasina s owner said Rakverebased company wishes to increase Valmet s market share from to third in couple of years,1
Shell Targets Gains From Brazil to LNG With Takeover of BG Group,1
hua yang expects northern projects to contribute up to of fy18 revenue,1
poorest index figure given to Finnish power company Fortum,0
During strike Finnair estimates to incur net loss of between EUR2m and EUR2 m per day,0
scientex posts record 4q earnings plans rm800m property launches in fy18,1
This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries such as oil shale processing,1
icapitalbiz largest shareholder says fund fees high to vote down director reappointments,0
UK MORNING BRIEFING Sky And Hargreaves Lansdown Bookend FTSE,1
com and we constantly planning new ways to serve our customers online on more comprehensive basis says Matti Leminen President of Anttila Oy,1
ecm libra s potential mgo at sen confirming edge fd report,1
Raw materials prices surged in past year fueled in part because of rapid industrialization of China India and other developing nations,0
kim loong 1q19 net profit down on lower ffb production cpo price,1
state of nation more work needs to done to improve competitiveness,0
Kingfisher share price slides on cost to implement new strategy,0
Raute reported loss per share of EUR0 for first half of against EPS of EUR0 in corresponding period of,0
singtel to invest bln to raise stakes in indian thai mobile operators,1
BHPs iron ore outlook holds little cheer for small miners,0
mahb intends to resolve rm456m arbitration with kafs by year end,1
tnb to complete eia for 300mw hydropower plant in kelantan by,1
court found TelecomInvest s arguments convincing,1
poh huat s 2q profit about triples on higher furniture exports,1
approved fdi in 1h16 totalled rm28b up from 1h15 najib,1
AstraZeneca in Talks to Buy Cancer Drug Developer Acerta Pharma,1
These moderate but significant changes resulted in significant reduction in estimated CVD risk,1
measures result from decreased demand in technical design and product information,0
bina puri gets preapproval for listing of unit on indonesian exchange,1
malaysians get first dibs on s p setia s sapphire by gardens,1
mistakes investors making when it comes to trade war,0
slower china demand sees diamond prices falling to in first mths of,0
This repeat order to follow successfully installed elevators in same Delhi metro system Kone spokeswoman told Thomson Financial News,1
AstraZeneca share price Acerta deal pays off with orphan drug status,1
no catalysts in sight for citydev as new housing initiatives threaten to curb buying sentiment jefferies,0
respondents praised Finnair s reliability Finnishness and understanding of its target group,1
myer shares soar most on record on block trade,1
one dark spot on horizon however company s performance in Finnish bottled water market,0
vard holdings wins vessel design construction contract worth us40 mil,1
Satama s net sales would higher than year before,1
UPDATE 1Nomura RBS must pay mln in mortgage bond caseUS judge,0
foreign liquidity flow continued to recede last week midf research,0
bank of japan seen cutting price forecasts as inflation expectations stall,0
Operating profit EUR mn up from EUR mn,1
Validating our fgVoIP client through Symbian Signed represents significant step forward in accomplishing this goal,1
pj development sees profit of rm175m for its three months ended sept,1
US urges final approval of billion BP oil spill pact,0
HELSINKI AFX Kesko Corp expected to report lower second quarter EPS today due to tax charges but other earnings lines seen higher yearonyear analysts said,0
Net income from life insurance doubled to EUR mn from EUR mn and net income from nonlife insurance rose to EUR mn from EUR mn in corresponding period in,1
world s second largest stainless steel maker said net profit in threemonth period until Dec surged to euro603 million US million or euro3 US per share from euro172 million or euro0 per share previous year,1
spackman wins camera equipment deals for new korean drama series including suits remake,1
Finnish Raisio Diagnostics launching new DNAbased quick tests to ensure safety of food,1
dairy farm buy on health home and supermarket segments,1
WPP boosts sales despite cautious clients,1
Finnish technology company Raute Corporation OMX Helsinki RUTAV issued on Tuesday September profit warning for financial year,0
Standard Life impresses as feebased products offset annuities slump,1
ccb 1q17 net profit sinks as premium car price war escalates,1
superlon hits alltime high on solid fy17 positive fy18 earnings forecast,1
In Finland OPPohjola s staff union boycotting group s insurance sales tasks because company refused to take sale of insurance into account in determining wages,0
no need for auditor general report on 1mdb to made public says azalina,0
foreign buying jumped times to rm3626m last week,1
call m1 looks likely to join forces with starhub what will it mean,1
cover story do malaysians want to see proton go bankrupt,0
London Stock Exchange Groups quarterly revenue rises percent,1
mrcb rises in active trade on news of disposing edl to govt by year end,1
Greenpeace Protest of BP Forces British Museum to Close,0
wah seong rises after customs probe into indirect unit ends,1
rhb strategy for working population getting older but these stocks evergreen,1
us stock funds saw strong inflows ahead of selloff ici,1
capitaland reports lower 1q earnings to s3191m on absence of oneoff gain,1
puncak niaga to only pay rm591m out of rm1572m claimed in dispute,0
US dollar wipes out sales gains for SABMiller,0
Result before taxes decreased to nearly EUR mn compared to nearly EUR 20mn in previous accounting period,0
bn lawmakers says unfair to single out najib in 1mdb woes,0
In JulySeptember YIT s net sales increased to EUR mn compared to EUR mn in corresponding period in,1
monsoon rains disrupt traffic schools in india s financial hub of mumbai,0
ranhill acquires stake in sabah geothermal power plant developer for rm187m,1
goldman warns of china economy risks during year of rooster,0
sembcorp acquisition of remaining stake in sgi expected to boost group earnings by,1
cahya mata s 1q net profit plunges on lower revenue,1
media baron tiong profits rm39 mil from mcil s arbitrage opportunity,1
Shell fined by Scottish court for North Sea oil spill,0
malaysia nov palm oil inventory up on month at mil tonnes,1
UK government sells more Lloyds shares cuts stake to below percent,0
Saudi Aramco Shell plan to break up Motiva divide up assets,1
In first quarter of marktomarket result pretax profit of EUR million versus loss of EUR million in same period last year,1
Tim Cockroft brings with him excellent track record having more than years experience moreover Tim successfully developed Capital Markets operations at Kaupthing Singer Friedlander involving corporate finance and broking with focus on midmarket companies,1
Persimmon sells more houses in,1
News FeedFTSE movers Standard Chartered lifted while AstraZeneca sinks,1
Former Barclays traders stand trial in Libor case,0
In December alone members of Lithuanian Brewers Association sold total of million liters of beer increase of percent from sales of million liters in December,1
Glencore slashes capex budget as annual profits slip,0
rm5b to allocated under green technology financing scheme to boost green technology investments,1
company feels these leases prime locations due to several producing formations in immediate area,1
bland halts work at jeju airest city sues korean govt unit over land buy issues,0
fgv provides more clarity on different investment mode in eagle high matter,1
HSBC Hit by Fresh Details of Tax Evasion Claims,0
malaysia s agri commodities exports fell yoy to rm435b in janapril says new primary industries minister teresa kok,0
bank negara will continue to assist other authorities on 1mdb says governor,1
Talentum expects that net sales of its core business will increase in compared to,1
BT finance director Tony Chanmugam to step down,0
staff reduction will start immediately Glaston added,0
Scanfil also issued profit warning,0
malakoff 1q profit falls syed mokhtar s daughter joins board,1
fitters diversified unit s aborted ipo due to unsatisfactory financial performance,0
planning to expand its product portfolio in harbor segment chief executive Pekka Lundmark told Financial Times Deutschland,1
negotiation resulted in reduction of people in regular employment around half of which will covered with pension arrangements,0
china eyes infrastructure boost to cushion growth as trade war escalates sources,1
With CapMan as partner we will able to further develop our business and continue to focus on providing quality restaurant services for our customers says Christopher Wynne CEO of Papa John s Russia,1
klci gains crosses level as regional sentiment perks up,1
Earnings per share EPS in decreased to EUR0 from EUR1 in,0
ktmb sets new direction with maiden vision and updated mission statements,1
Excluding nonrecurring items pretax profit surged to EUR80m,1
berjaya land to acquire stake in hotel industry consultation company,1
Pretax loss totalled EUR mn compared to profit of EUR mn in,0
hibiscus buys shell s equity interest in sabah contract for us25m,1
easyJet leads Britains FTSE lower as global bond rout resumes,0
Finnish forest machinery manufacturer Ponsse s net sales grew to EUR mn in first quarter of from EUR mn in corresponding period in,1
Sainsburys says to outperform rivals in tough market,1
Cash flow from business operations totalled EUR mn compared to negative EUR mn in first half of,1
Operating profit for 12month period decreased from EUR157 m while net sales increased from EUR634 m as compared to,0
As result company currently anticipates net sales to increase and operating result to positive,1
leon fuat s 1q net profit plunges on lower steel product margins,1
higher chance of bnm rate hike in 2h17 says ambank research,1
Cash flow from operations rose to EUR mn from EUR mn in,1
dbe gurney says three new poultry products to generate rm10mil in potential revenue,1
putrajaya approves continuation of lrt3 at final cost of rm1663 billion,1
japan s orix in us22b deal with hna for stake in aircraft lessor avolon,1
Tesco boss urges rethink on minimum wage and business rates,1
invest malaysia profit sustainability can maintained with encore melaka yong tai,1
glp gets green light to issue onshore belt road bonds in china,1
dbs posts record earnings of s122b for 4q proposes final dividend of s pore cents special dividend of s pore cents,1
sphkajima jv to build over residences sf mall on bidadari site,1
too premature to ascertain luxury development freeze on jv projects sd property,0
manhattan resources completes acquisition of majority stake in indonesian power supplier for us36m,1
ag s press meet disrupted by commotion caused by najib s supporters,0
Travis Perkins Hikes Dividend As Profit And Revenue Rise,1
purchase of operations part of YIT s strategy to expand its offering of building system services geographically,1
BHP Billiton drags FTSE lower after slashing dividend,0
Microsoft also churned up its courtship agreeing to use Navteq mapping service which offered by company Nokia bought for billion few years ago,1
takaful malaysia 4q earnings up on higher net wakalah fee,1
EUR928 in Q1 May Finnish textile and clothing design company Marimekko Oyj HEL MMO1V said today its net profit rose to EUR928 in first quarter of from EUR13 in corresponding period year earlier,1
parkson posts fourth straight quarter of losses amid weak consumer sentiment,0
fraser logistics industrial trust 1q dpu up to s pore cents on forex gains,1
dap urges putrajaya to suspend klia express fare hike disclose agreement,0
sia engineering ge aviation to form engine overhaul jv in singapore,1
Glencore Studies Possible IPO for Agricultural Trading Business,1
In addition further employees can laid off until further notice and whole workforce can laid off for short periods if needed,0
total of mn passenger ship journeys took place in northern Baltic Sea in slightly down from mn in,0
1mdb gil s payment to fake aabar made to bluff deloitte,0
bank of england cuts rates for first time since restarts bond purchases,0
harn len buys plots of land in johor for investment,1
plaster ceiling collapses at avillion s water chalet resort in port dickson,0
malaysia aims to among world s top five furniture exporters by,1
umw s loan to subsidiary seen as mildly negative move,0
